review_id,review_date,hotel,aspect,aspect_text,sentiment
29,2026-05-23,JW Marriott Kuala Lumpur,Staff,"Great experience, warm and friendly staff",Positive
29,2026-05-23,JW Marriott Kuala Lumpur,Staff,From Concierge to Receptionists,Positive
29,2026-05-23,JW Marriott Kuala Lumpur,Food,Breakfast was delicious with a good variety,Positive
30,2026-05-22,JW Marriott Kuala Lumpur,Room,Nice and clean room,Positive
31,2026-05-21,JW Marriott Kuala Lumpur,General,Clean and quiet,Positive
32,2026-05-18,JW Marriott Kuala Lumpur,Food,"Location is perfect, breakfast is above average",Positive
32,2026-05-18,JW Marriott Kuala Lumpur,Location,"Location is perfect, breakfast is above average",Positive
33,2026-05-18,JW Marriott Kuala Lumpur,Location,Near city center,Positive
34,2026-05-18,JW Marriott Kuala Lumpur,Room,Was allowed to check in 2hours earlier plus upgrade our room,Positive
35,2026-05-17,JW Marriott Kuala Lumpur,Staff,"Amazing staff, they hold very high standards",Positive
36,2026-05-17,JW Marriott Kuala Lumpur,Room,The room,Positive
36,2026-05-17,JW Marriott Kuala Lumpur,Location,infront of city view,Positive
36,2026-05-17,JW Marriott Kuala Lumpur,Staff,Front Desk staff are very humble and caring,Positive
37,2026-05-17,JW Marriott Kuala Lumpur,Staff,"My daughter and I recently spent three nights at JW Marriott Kuala Lumpur at Bukit Bintang, and our stay was made truly memorable by Nijhum at the reception, whose hospitality went far beyond anything we expected",Positive
37,2026-05-17,JW Marriott Kuala Lumpur,Location,"My daughter and I recently spent three nights at JW Marriott Kuala Lumpur at Bukit Bintang, and our stay was made truly memorable by Nijhum at the reception, whose hospitality went far beyond anything we expected",Positive
37,2026-05-17,JW Marriott Kuala Lumpur,Food,"She kindly arranged complimentary breakfast for both of us for our entire stay, which was such a warm and unexpected gesture",Positive
37,2026-05-17,JW Marriott Kuala Lumpur,Food,"Throughout our trip she helped us arrange taxis, guided us to sensible and good value shopping areas, recommended places worth visiting, and pointed us towards wonderful local food",Positive
37,2026-05-17,JW Marriott Kuala Lumpur,Location,"Throughout our trip she helped us arrange taxis, guided us to sensible and good value shopping areas, recommended places worth visiting, and pointed us towards wonderful local food",Positive
37,2026-05-17,JW Marriott Kuala Lumpur,Location,"As a mother travelling alone with my daughter in an unfamiliar city, having someone so attentive, kind, and trustworthy at the front desk gave me real peace of mind",Positive
38,2026-05-14,JW Marriott Kuala Lumpur,Location,I loved the location,Positive
39,2026-05-13,JW Marriott Kuala Lumpur,Staff,"The staff were nice, polite and helpful",Positive
39,2026-05-13,JW Marriott Kuala Lumpur,Staff,"We were very satisfied with the services and the breakfast buffet was prefect with a wide variety of foods,",Positive
39,2026-05-13,JW Marriott Kuala Lumpur,Food,"We were very satisfied with the services and the breakfast buffet was prefect with a wide variety of foods,",Positive
40,2026-05-13,JW Marriott Kuala Lumpur,Room,"Room was very comfortable, breakfast selection was excellent, and pleased there was a bar open downstairs for a glass of win on our arrival at 11pm",Positive
40,2026-05-13,JW Marriott Kuala Lumpur,Food,"Room was very comfortable, breakfast selection was excellent, and pleased there was a bar open downstairs for a glass of win on our arrival at 11pm",Positive
41,2026-05-11,JW Marriott Kuala Lumpur,Staff,Facilities and staff are excellent,Positive
42,2026-05-10,JW Marriott Kuala Lumpur,General,This is a regular stay place for the last 6 years I have been visiting KL. Nice property with good facilities,Positive
43,2026-05-05,JW Marriott Kuala Lumpur,Staff,"From the moment we checked in, the service was exceptional",Positive
43,2026-05-05,JW Marriott Kuala Lumpur,Staff,"The staff were warm, attentive, and genuinely made us feel welcomed throughout our stay",Positive
43,2026-05-05,JW Marriott Kuala Lumpur,Room,"To our pleasant surprise, we were upgraded to a nicer room, which made our celebration even more special",Positive
43,2026-05-05,JW Marriott Kuala Lumpur,Room,"The room was beautifully maintained, comfortable, and had everything we needed for a relaxing stay",Positive
44,2026-05-03,JW Marriott Kuala Lumpur,General,Clean n comfy,Positive
45,2026-05-03,JW Marriott Kuala Lumpur,Staff,Location and staff,Positive
45,2026-05-03,JW Marriott Kuala Lumpur,Location,Location and staff,Positive
46,2026-04-29,JW Marriott Kuala Lumpur,Location,Location which is exactly opposite the Pavilion,Positive
46,2026-04-29,JW Marriott Kuala Lumpur,Food,Buffet breakfast was nice as well,Positive
46,2026-04-29,JW Marriott Kuala Lumpur,Staff,Staff was very courteous,Positive
46,2026-04-29,JW Marriott Kuala Lumpur,Staff,The restaurant manager recommended me Malaysian tea Ta Tariq which I which I loved,Positive
46,2026-04-29,JW Marriott Kuala Lumpur,Food,The restaurant manager recommended me Malaysian tea Ta Tariq which I which I loved,Positive
47,2026-04-28,JW Marriott Kuala Lumpur,Staff,"Excellent location, friendly staff, great buffet food and great for family",Positive
47,2026-04-28,JW Marriott Kuala Lumpur,Food,"Excellent location, friendly staff, great buffet food and great for family",Positive
47,2026-04-28,JW Marriott Kuala Lumpur,Location,"Excellent location, friendly staff, great buffet food and great for family",Positive
48,2026-04-27,JW Marriott Kuala Lumpur,Room,We liked the size of the room and the fact the adjoining room was rather large as well by Asian standards,Positive
48,2026-04-27,JW Marriott Kuala Lumpur,Location,The location of the hotel within Bukit Bintang was excellent opposite to Pavillion,Positive
48,2026-04-27,JW Marriott Kuala Lumpur,Facilities,The pool area was good to relax in,Positive
48,2026-04-27,JW Marriott Kuala Lumpur,Food,We didn't try the in house restaurants as there is plenty of eating options everywhere you look,Positive
49,2026-04-26,JW Marriott Kuala Lumpur,Location,I like the property s proximity to the mall,Positive
49,2026-04-26,JW Marriott Kuala Lumpur,Food,There are many shops and restaurants near the hotel,Positive
49,2026-04-26,JW Marriott Kuala Lumpur,Location,There are many shops and restaurants near the hotel,Positive
50,2026-04-22,JW Marriott Kuala Lumpur,Staff,Fantastic location surrounded by malls in the heart of Bukit Bintang also adjacent to posh Star Hills restaurants shops and services,Positive
50,2026-04-22,JW Marriott Kuala Lumpur,Food,Fantastic location surrounded by malls in the heart of Bukit Bintang also adjacent to posh Star Hills restaurants shops and services,Positive
50,2026-04-22,JW Marriott Kuala Lumpur,Location,Fantastic location surrounded by malls in the heart of Bukit Bintang also adjacent to posh Star Hills restaurants shops and services,Positive
50,2026-04-22,JW Marriott Kuala Lumpur,Room,Spacious and clean room,Positive
50,2026-04-22,JW Marriott Kuala Lumpur,Facilities,Spacious and clean room,Positive
50,2026-04-22,JW Marriott Kuala Lumpur,Staff,"Superb staff, very attentive and friendly with a smile",Positive
50,2026-04-22,JW Marriott Kuala Lumpur,Food,Breakfast was delicious and plentiful,Positive
51,2026-04-20,JW Marriott Kuala Lumpur,Staff,"BREAKFAST WAS GREAT, STAFF WERE VERY POLITE AND ALWAYS ON HAND EXCENT SERVICE",Positive
51,2026-04-20,JW Marriott Kuala Lumpur,Food,"BREAKFAST WAS GREAT, STAFF WERE VERY POLITE AND ALWAYS ON HAND EXCENT SERVICE",Positive
52,2026-04-20,JW Marriott Kuala Lumpur,Staff,"Location is great, the property is very clean and staff are very friendly and hospitable,, particularly Mr",Positive
52,2026-04-20,JW Marriott Kuala Lumpur,Location,"Location is great, the property is very clean and staff are very friendly and hospitable,, particularly Mr",Positive
52,2026-04-20,JW Marriott Kuala Lumpur,Room,"Efarn from reception, Rash Vellu the senior duty manager, Rup, Ronel AYS and Bishany from Room Service department",Positive
52,2026-04-20,JW Marriott Kuala Lumpur,Staff,"Efarn from reception, Rash Vellu the senior duty manager, Rup, Ronel AYS and Bishany from Room Service department",Positive
52,2026-04-20,JW Marriott Kuala Lumpur,Location,"Efarn from reception, Rash Vellu the senior duty manager, Rup, Ronel AYS and Bishany from Room Service department",Positive
52,2026-04-20,JW Marriott Kuala Lumpur,Staff,Staff were extremely cooperative and make your life easy,Positive
53,2026-04-18,JW Marriott Kuala Lumpur,Location,Location excellent,Positive
53,2026-04-18,JW Marriott Kuala Lumpur,Staff,Staff always give their best to help with customers inquiries or queries,Positive
54,2026-04-16,JW Marriott Kuala Lumpur,Location,stay was extremely comfortable and location was great,Positive
55,2026-04-14,JW Marriott Kuala Lumpur,General,Friendly st aff,Positive
56,2026-04-12,JW Marriott Kuala Lumpur,Room,The staff was exceptionally helpful and looked after my needs until my room was available,Positive
56,2026-04-12,JW Marriott Kuala Lumpur,Staff,The staff was exceptionally helpful and looked after my needs until my room was available,Positive
56,2026-04-12,JW Marriott Kuala Lumpur,Location,I liked the location too,Positive
56,2026-04-12,JW Marriott Kuala Lumpur,Location,It was exciting and so close to shopping,Positive
57,2026-04-12,JW Marriott Kuala Lumpur,Food,"Clean, Modern, Great Location, Good facilities, Great Breakfast, Pool and Gym excellent",Positive
57,2026-04-12,JW Marriott Kuala Lumpur,Location,"Clean, Modern, Great Location, Good facilities, Great Breakfast, Pool and Gym excellent",Positive
57,2026-04-12,JW Marriott Kuala Lumpur,Facilities,"Clean, Modern, Great Location, Good facilities, Great Breakfast, Pool and Gym excellent",Positive
58,2026-04-11,JW Marriott Kuala Lumpur,Staff,The services are top notch,Positive
58,2026-04-11,JW Marriott Kuala Lumpur,Room,Love how cosy and homely the room is,Positive
59,2026-04-09,JW Marriott Kuala Lumpur,Food,I took my breakfast outside but i know food here is awesome,Positive
59,2026-04-09,JW Marriott Kuala Lumpur,Location,Location is perfect,Positive
60,2026-04-07,JW Marriott Kuala Lumpur,Location,"I always choose JW Marriott KL whenever I m in Kuala Lumpur, simply because the location is unbeatable",Positive
60,2026-04-07,JW Marriott Kuala Lumpur,Food,"It s right next to Pavilion and close to everything, including amazing food options",Positive
60,2026-04-07,JW Marriott Kuala Lumpur,Food,Even the restaurant bar inside are quality,Positive
60,2026-04-07,JW Marriott Kuala Lumpur,Room,"I really love this hotel the rooms are beautifully designed, very comfortable, and the view is absolutely stunning",Positive
60,2026-04-07,JW Marriott Kuala Lumpur,Location,It s the perfect place to relax after a busy day in the city,Positive
60,2026-04-07,JW Marriott Kuala Lumpur,Staff,"The service is consistently excellent, with attentive staff who make you feel welcome every time",Positive
61,2026-04-06,JW Marriott Kuala Lumpur,Staff,Location staff whole experience,Positive
61,2026-04-06,JW Marriott Kuala Lumpur,Location,Location staff whole experience,Positive
62,2026-04-02,JW Marriott Kuala Lumpur,Staff,The staff are amazing and made sure I had a very comfortable and enjoyable stay,Positive
62,2026-04-02,JW Marriott Kuala Lumpur,Room,My room was spacious and comfortable and facilities such as the spa and pool are maintained to a high standard,Positive
62,2026-04-02,JW Marriott Kuala Lumpur,Facilities,My room was spacious and comfortable and facilities such as the spa and pool are maintained to a high standard,Positive
62,2026-04-02,JW Marriott Kuala Lumpur,Food,The hotel is in a great location in the heart of Bukit Bintang with its many restaurants and shops,Positive
62,2026-04-02,JW Marriott Kuala Lumpur,Location,The hotel is in a great location in the heart of Bukit Bintang with its many restaurants and shops,Positive
63,2026-04-01,JW Marriott Kuala Lumpur,Staff,Customer service was excellent,Positive
64,2026-03-30,JW Marriott Kuala Lumpur,Location,Love the location,Positive
64,2026-03-30,JW Marriott Kuala Lumpur,Staff,Love the staff,Positive
64,2026-03-30,JW Marriott Kuala Lumpur,Room,The hotel room was soooo spacious and clean and nice,Positive
64,2026-03-30,JW Marriott Kuala Lumpur,Facilities,The hotel room was soooo spacious and clean and nice,Positive
65,2026-06-25,JW Marriott Kuala Lumpur,Location,Lacking personality Location Hectic but empty at same time,Neutral
66,2026-06-22,JW Marriott Kuala Lumpur,Food,"In heart of Bukit Bintang Run down with the mini fridge not cold, coffee machine not working, some switches not in working state",Neutral
66,2026-06-22,JW Marriott Kuala Lumpur,Room,"The worst is the pillows, super uncomfy",Neutral
67,2026-05-30,JW Marriott Kuala Lumpur,Room,Pleasant Location The rooms are very noisy,Neutral
67,2026-05-30,JW Marriott Kuala Lumpur,Location,Pleasant Location The rooms are very noisy,Neutral
68,2026-05-29,JW Marriott Kuala Lumpur,Location,Pleasant Location,Neutral
68,2026-05-29,JW Marriott Kuala Lumpur,Staff,Housekeeping is very loud noise,Neutral
68,2026-05-29,JW Marriott Kuala Lumpur,Room,The pillow is very flat even stack up few pieces,Neutral
69,2026-04-23,JW Marriott Kuala Lumpur,Location,"Six of one, half a dozen of the other Great location, close to all attractions in KL",Neutral
69,2026-04-23,JW Marriott Kuala Lumpur,Staff,Lots on offer in the hotel and very close surrounds My review is balanced in that we had a cleanliness issue that was immediately resolve by the manager Gayatri on duty and amazing added benefit to make our stay more comfortable,Neutral
69,2026-04-23,JW Marriott Kuala Lumpur,Room,However on our last night we had a really crabby and sick baby and the hotel night manager called our room to tell us to keep the baby quiet because the guest next door couldn t sleep,Neutral
69,2026-04-23,JW Marriott Kuala Lumpur,Staff,However on our last night we had a really crabby and sick baby and the hotel night manager called our room to tell us to keep the baby quiet because the guest next door couldn t sleep,Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Bathroom,"It was unpleasant stay for me Great location Firstly, I experienced issues with the shower head, which was not functioning properly",Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Location,"It was unpleasant stay for me Great location Firstly, I experienced issues with the shower head, which was not functioning properly",Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Room,"Additionally, the bedsheets did not feel as clean as expected, as there appeared to be some dust present",Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Food,I also found the breakfast experience disappointing,Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Food,"While the food itself was of good quality, the overall arrangement and replenishment were insufficient",Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Food,"Many items ran out quickly, and it felt quite difficult to access the food comfortably",Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Staff,"Lastly, I felt a noticeable difference in the level of service provided to me compared to other guests",Neutral
70,2026-04-13,JW Marriott Kuala Lumpur,Staff,"I hope this is not reflective of your service standards, as all guests should be treated with equal courtesy and respect",Neutral
71,2026-04-06,JW Marriott Kuala Lumpur,Staff,Pleasant The breakfast and the staff at the pool The front desk staff are extremely unhelpful,Neutral
71,2026-04-06,JW Marriott Kuala Lumpur,Food,Pleasant The breakfast and the staff at the pool The front desk staff are extremely unhelpful,Neutral
71,2026-04-06,JW Marriott Kuala Lumpur,Facilities,Pleasant The breakfast and the staff at the pool The front desk staff are extremely unhelpful,Neutral
71,2026-04-06,JW Marriott Kuala Lumpur,Room,They didn't have our rooms ready at 3 which is standard check in time and we had to wait another 2 hours to checkin,Neutral
72,2026-03-25,JW Marriott Kuala Lumpur,Room,One of our room is not ready at 3pm,Neutral
72,2026-03-25,JW Marriott Kuala Lumpur,Staff,Front staff told us to wait but didn t say wait for how long,Neutral
72,2026-03-25,JW Marriott Kuala Lumpur,Room,"By 5pm we still don t have our room, staff claimed that because we requested for a room that is closed to lift but we already said we only need one room to be closed to the lift which we already did",Neutral
72,2026-03-25,JW Marriott Kuala Lumpur,Staff,"By 5pm we still don t have our room, staff claimed that because we requested for a room that is closed to lift but we already said we only need one room to be closed to the lift which we already did",Neutral
72,2026-03-25,JW Marriott Kuala Lumpur,Facilities,"By 5pm we still don t have our room, staff claimed that because we requested for a room that is closed to lift but we already said we only need one room to be closed to the lift which we already did",Neutral
73,2026-02-28,JW Marriott Kuala Lumpur,Room,The staff and the location was good The location was great The bathroom was not clean properly,Neutral
73,2026-02-28,JW Marriott Kuala Lumpur,Bathroom,The staff and the location was good The location was great The bathroom was not clean properly,Neutral
73,2026-02-28,JW Marriott Kuala Lumpur,Staff,The staff and the location was good The location was great The bathroom was not clean properly,Neutral
73,2026-02-28,JW Marriott Kuala Lumpur,Location,The staff and the location was good The location was great The bathroom was not clean properly,Neutral
74,2026-01-15,JW Marriott Kuala Lumpur,Room,Pleasant Location right in city centre There is a huge column in the middle of the room,Neutral
74,2026-01-15,JW Marriott Kuala Lumpur,Location,Pleasant Location right in city centre There is a huge column in the middle of the room,Neutral
75,2026-01-13,JW Marriott Kuala Lumpur,Room,The room we were offered is way below the standard of a hotel with the JW Marriott Brand,Neutral
75,2026-01-13,JW Marriott Kuala Lumpur,Food,The breakfast is good,Neutral
75,2026-01-13,JW Marriott Kuala Lumpur,Location,The location is great,Neutral
75,2026-01-13,JW Marriott Kuala Lumpur,Room,"com advertises a room, it would be ideal if they can mention on which level the rooms are located",Neutral
75,2026-01-13,JW Marriott Kuala Lumpur,Room,We were offered a room on the second floor with no view,Neutral
75,2026-01-13,JW Marriott Kuala Lumpur,Staff,The staffs at the reception are the worst you can expect as a tourist in a foreign country,Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Food,Location and food,Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Location,Location and food,Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Food,Breakfast at the hotel was excellent,Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Staff,The staff are not friendly,Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Room,We checked in at 2pm and room wasnt ready,Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Room,"Its okay, we understand on this and their staff told us that he will call us when the room is ready",Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Staff,"Its okay, we understand on this and their staff told us that he will call us when the room is ready",Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Room,Went to the hotel and a different staff came and told us our room was ready at 3,Neutral
76,2026-01-05,JW Marriott Kuala Lumpur,Staff,Went to the hotel and a different staff came and told us our room was ready at 3,Neutral
77,2026-01-03,JW Marriott Kuala Lumpur,Room,"Avoid the New Year stay Good location, comfortable bed , room is spacious and clean",Neutral
77,2026-01-03,JW Marriott Kuala Lumpur,Location,"Avoid the New Year stay Good location, comfortable bed , room is spacious and clean",Neutral
77,2026-01-03,JW Marriott Kuala Lumpur,Facilities,"Avoid the New Year stay Good location, comfortable bed , room is spacious and clean",Neutral
77,2026-01-03,JW Marriott Kuala Lumpur,Food,Breakfast is good but so crowded due to the new year period,Neutral
77,2026-01-03,JW Marriott Kuala Lumpur,Staff,"Bonus points for the concierge staff who are super helpful, helping us to get the grab to the airport",Neutral
77,2026-01-03,JW Marriott Kuala Lumpur,Location,"Bonus points for the concierge staff who are super helpful, helping us to get the grab to the airport",Neutral
78,2025-12-24,JW Marriott Kuala Lumpur,General,"A peaceful and private stay with a quiet environment, but the overall experience did not fully meet I appreciate the quiet and private environment provided however, other aspects of the stay did not fully meet our expectations. As this was an anniversary stay, we were hoping for a special experience. Unfortunately, it did not meet our expectations and there was no surprise or thoughtful arrangement.",Neutral
79,2025-12-22,JW Marriott Kuala Lumpur,Location,Pleasant The location,Neutral
79,2025-12-22,JW Marriott Kuala Lumpur,Bathroom,And the check in lady was very nice The showers were incredible,Neutral
